タスク名;開始時刻;終了時刻;左クリック;右クリック;打鍵回数;実行ファイル名;手動分類;候補1;候補2;候補3;自動推定
ブラウザ;2013/05/22 15:00:49;2013/05/22 15:00:50;0;0;0;iexplore.exe:https://login.dangdang.com/signin.php - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:00:50;2013/05/22 15:00:53;1;0;0;iexplore.exe:数字商品 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:00:53;2013/05/22 15:00:54;0;0;0;iexplore.exe:Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:00:54;2013/05/22 15:00:55;1;0;0;iexplore.exe:http://e.dangdang.com/ebook/read.do?productId=1900024012 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:00:55;2013/05/22 15:00:56;1;0;0;iexplore.exe:数字商品 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:00:56;2013/05/22 15:01:01;1;0;0;iexplore.exe:当当数字?刊在??? - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:01:01;2013/05/22 15:01:08;6;0;2;iexplore.exe:当当数字?刊在??? - 夫妻?系中的九根毒刺(?子?) - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:01:08;2013/05/22 15:01:11;1;0;3;iexplore.exe:当当网?网上?物中心：??、母?、美?、家居、数?、家?、服装、鞋包等，正品低价，?到付款 - Windows Internet Explorer;余暇;余暇;;;余暇
ブラウザ;2013/05/22 15:01:11;2013/05/22 15:01:12;0;0;0;iexplore.exe:http://e.dangdang.com/html/reader.html?productId=1900024012&bookUid=bb.132210269573834476 - Windows Internet Explorer;余暇;;;;余暇
ブラウザ;2013/05/22 15:01:12;2013/05/22 15:01:14;1;0;0;iexplore.exe:当当数字?刊在??? - Windows Internet Explorer;余暇;;;;余暇
ファイル操作;2013/05/22 15:01:14;2013/05/22 15:01:15;1;0;0;explorer.exe:unknown;余暇;;;;余暇
ブラウザ;2013/05/22 15:01:15;2013/05/22 15:01:18;1;0;0;iexplore.exe:当当数字?刊在??? - 夫妻?系中的九根毒刺(?子?) - Windows Internet Explorer;余暇;;;;余暇
ファイル操作;2013/05/22 15:01:18;2013/05/22 15:01:19;1;0;0;explorer.exe:unknown;余暇;;;;余暇
ブラウザ;2013/05/22 15:01:19;2013/05/22 15:05:24;5;0;4;iexplore.exe:当当数字?刊在??? - 夫妻?系中的九根毒刺(?子?) - Windows Internet Explorer;余暇;;;;文書作成・確認
ファイル操作;2013/05/22 15:05:24;2013/05/22 15:05:27;1;0;0;explorer.exe:2回目_本社最新（画面）;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 15:05:27;2013/05/22 15:05:38;0;0;1;iexplore.exe:当当数字?刊在??? - 夫妻?系中的九根毒刺(?子?) - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 15:05:38;2013/05/22 15:09:14;1;0;13;iexplore.exe:当当数字?刊在??? - 夫妻?系中的九根毒刺(?子?) - Windows Internet Explorer;余暇;;;;文書作成・確認
ファイル操作;2013/05/22 15:09:14;2013/05/22 15:09:17;1;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:09:17;2013/05/22 15:09:21;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 15:09:21;2013/05/22 15:09:22;1;0;0;explorer.exe:2回目_本社最新（画面）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 15:09:22;2013/05/22 15:09:24;3;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 15:09:24;2013/05/22 15:09:38;7;0;0;excel.exe:Microsoft Excel - FieldInfo_OLT016_確認必要.xls;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:09:38;2013/05/22 15:09:39;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:09:39;2013/05/22 15:09:52;3;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLT016 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:09:52;2013/05/22 15:09:54;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:09:54;2013/05/22 15:09:55;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLT016_確認必要.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 15:09:55;2013/05/22 15:09:57;1;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 15:09:57;2013/05/22 15:10:03;6;0;1;excel.exe:Microsoft Excel - FieldInfo_OLT016_確認必要.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 15:10:03;2013/05/22 15:10:04;1;0;0;excel.exe:Microsoft Excel;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 15:10:04;2013/05/22 15:10:06;0;0;0;excel.exe:Microsoft Excel - 13_ＦＩＥＬＤ文（固定表示定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 15:10:06;2013/05/22 15:10:10;1;1;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 15:10:10;2013/05/22 15:10:11;1;0;0;explorer.exe:ファイルの削除の確認;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 15:10:11;2013/05/22 15:10:13;1;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:10:13;2013/05/22 15:10:14;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ファイル操作;2013/05/22 15:10:14;2013/05/22 15:10:16;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 15:10:16;2013/05/22 15:10:18;2;0;0;explorer.exe:3回目_本社最新(帳票）;文書作成・確認;;;;文書作成・確認
ファイル操作;2013/05/22 15:10:18;2013/05/22 15:10:19;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 15:10:19;2013/05/22 15:10:24;3;0;0;excel.exe:Microsoft Excel - 14_ＦＩＥＬＤ文（項目定義）の変換（帳票）.xls;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 15:10:24;2013/05/22 15:10:26;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
登録外;2013/05/22 15:10:26;2013/05/22 15:10:28;2;0;0;editplus.exe:EditPlus [默?] - [E:\開発三部\PSAM_変換仕様書\Debug_20130517(2)\3回目_本社最新(帳票）\LogicInfo_OLV025.txt];文書作成・確認;文書作成・確認;;;文書作成・確認
ファイル操作;2013/05/22 15:10:28;2013/05/22 15:10:29;1;0;0;explorer.exe:unknown;文書作成・確認;;;;文書作成・確認
エクセル;2013/05/22 15:10:29;2013/05/22 15:10:31;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:10:31;2013/05/22 15:10:33;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
ブラウザ;2013/05/22 15:10:33;2013/05/22 15:10:39;0;0;0;iexplore.exe:当当数字?刊在??? - 夫妻?系中的九根毒刺(?子?) - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 15:10:39;2013/05/22 15:15:39;0;0;10;iexplore.exe:当当数字?刊在??? - 夫妻?系中的九根毒刺(?子?) - Windows Internet Explorer;余暇;;;;文書作成・確認
ブラウザ;2013/05/22 15:15:39;2013/05/22 15:16:14;1;0;4;iexplore.exe:当当数字?刊在??? - 夫妻?系中的九根毒刺(?子?) - Windows Internet Explorer;余暇;;;;文書作成・確認
エクセル;2013/05/22 15:16:14;2013/05/22 15:17:32;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:17:32;2013/05/22 15:17:42;2;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:17:42;2013/05/22 15:18:31;26;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:18:31;2013/05/22 15:18:33;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:18:33;2013/05/22 15:18:51;13;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:18:51;2013/05/22 15:18:53;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:18:53;2013/05/22 15:19:22;19;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:19:22;2013/05/22 15:19:24;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:19:24;2013/05/22 15:19:38;9;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:19:38;2013/05/22 15:19:40;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:19:40;2013/05/22 15:19:44;2;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:19:44;2013/05/22 15:20:00;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:20:00;2013/05/22 15:20:08;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:20:08;2013/05/22 15:20:09;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:20:09;2013/05/22 15:20:11;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:20:11;2013/05/22 15:20:12;1;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:20:12;2013/05/22 15:20:28;4;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:20:28;2013/05/22 15:20:33;1;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:33;2013/05/22 15:20:35;1;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:35;2013/05/22 15:20:36;0;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:36;2013/05/22 15:20:39;2;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:39;2013/05/22 15:20:40;0;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:40;2013/05/22 15:20:42;1;0;3;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:20:42;2013/05/22 15:20:45;4;0;2;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:20:45;2013/05/22 15:20:46;0;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:46;2013/05/22 15:20:49;1;0;3;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:49;2013/05/22 15:20:51;1;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:20:51;2013/05/22 15:20:53;5;0;2;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:20:53;2013/05/22 15:20:54;0;0;2;sakura.exe:OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:54;2013/05/22 15:20:56;1;0;3;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:20:56;2013/05/22 15:20:59;2;0;4;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:20:59;2013/05/22 15:21:01;3;0;2;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:21:01;2013/05/22 15:21:02;0;0;4;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:21:02;2013/05/22 15:21:04;1;0;1;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:21:04;2013/05/22 15:21:06;1;0;4;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:21:06;2013/05/22 15:21:10;4;0;2;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:21:10;2013/05/22 15:21:11;1;0;2;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:21:11;2013/05/22 15:21:14;1;0;3;sakura.exe:検索;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
調査　;2013/05/22 15:21:14;2013/05/22 15:21:22;3;0;4;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
エクセル;2013/05/22 15:21:22;2013/05/22 15:21:23;1;0;0;excel.exe:Microsoft Excel - FieldInfo_OLV025.txt;文書作成・確認;;;;文書作成・確認
調査　;2013/05/22 15:21:23;2013/05/22 15:21:28;3;0;0;sakura.exe:E:\開発三部\PSAM_変換仕様書\大阪から（サンプルｿｰｽ）\30_20130412_変換サンプルソース_PSAM\帳票定義体\本社\OLV025 - sakura 1.6.6.0 ;文書作成・確認;プログラミング;テスト;文書作成・確認;文書作成・確認
